BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2542;ReceivingData;anonymous;Sample;10489;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.5848
0.2870;ReceivingData;anonymous;Sample;10490;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.6032
0.3498;ReceivingData;anonymous;Sample;10491;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.6217
0.3742;ReceivingData;anonymous;Sample;10492;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.6389
0.3575;ReceivingData;anonymous;Sample;10493;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.6589
0.3607;ReceivingData;anonymous;Sample;10494;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:35.6757
0.3646;ReceivingData;anonymous;Sample;10515;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.0696
0.3599;ReceivingData;anonymous;Sample;10516;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.0852
0.3402;ReceivingData;anonymous;Sample;10517;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1042
0.3583;ReceivingData;anonymous;Sample;10518;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1202
0.4479;ReceivingData;anonymous;Sample;10519;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1412
0.4667;ReceivingData;anonymous;Sample;10520;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1573
0.5943;ReceivingData;anonymous;Sample;10521;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1744
0.6731;ReceivingData;anonymous;Sample;10522;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.1958
0.6849;ReceivingData;anonymous;Sample;10523;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.2117
0.6561;ReceivingData;anonymous;Sample;10542;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.5593
0.6695;ReceivingData;anonymous;Sample;10543;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.5761
0.6772;ReceivingData;anonymous;Sample;10544;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.5920
0.6751;ReceivingData;anonymous;Sample;10545;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.6132
0.7401;ReceivingData;anonymous;Sample;10546;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.6283
0.6968;ReceivingData;anonymous;Sample;10547;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.6473
0.6699;ReceivingData;anonymous;Sample;10548;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.6642
0.6172;ReceivingData;anonymous;Sample;10549;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:36.6844
0.6087;ReceivingData;anonymous;Sample;10568;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.0306
0.5802;ReceivingData;anonymous;Sample;10569;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.0501
0.5804;ReceivingData;anonymous;Sample;10570;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.0702
0.5873;ReceivingData;anonymous;Sample;10571;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.0887
0.5229;ReceivingData;anonymous;Sample;10572;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.1052
0.4650;ReceivingData;anonymous;Sample;10573;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.1231
0.4200;ReceivingData;anonymous;Sample;10574;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.1403
0.4165;ReceivingData;anonymous;Sample;10575;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.1577
0.4204;ReceivingData;anonymous;Sample;10576;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.1769
0.3862;ReceivingData;anonymous;Sample;10594;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5063
0.3847;ReceivingData;anonymous;Sample;10595;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5219
0.4651;ReceivingData;anonymous;Sample;10596;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5407
0.4714;ReceivingData;anonymous;Sample;10597;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5582
0.4744;ReceivingData;anonymous;Sample;10598;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5753
0.4933;ReceivingData;anonymous;Sample;10599;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.5936
0.4682;ReceivingData;anonymous;Sample;10600;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.6100
0.5026;ReceivingData;anonymous;Sample;10601;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.6301
0.5375;ReceivingData;anonymous;Sample;10602;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.6467
0.5931;ReceivingData;anonymous;Sample;10621;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:37.9919
0.6339;ReceivingData;anonymous;Sample;10622;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.0092
0.6598;ReceivingData;anonymous;Sample;10623;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.0284
0.6823;ReceivingData;anonymous;Sample;10624;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.0450
0.7188;ReceivingData;anonymous;Sample;10625;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.0647
0.7071;ReceivingData;anonymous;Sample;10626;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.0804
0.6470;ReceivingData;anonymous;Sample;10648;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.4903
0.5968;ReceivingData;anonymous;Sample;10649;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.5073
0.6413;ReceivingData;anonymous;Sample;10650;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.5259
0.5871;ReceivingData;anonymous;Sample;10651;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.5438
0.5020;ReceivingData;anonymous;Sample;10652;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.5595
0.4323;ReceivingData;anonymous;Sample;10653;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.5850
0.3663;ReceivingData;anonymous;Sample;10654;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.6015
0.3579;ReceivingData;anonymous;Sample;10655;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.6183
0.3221;ReceivingData;anonymous;Sample;10673;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.9449
0.3016;ReceivingData;anonymous;Sample;10674;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.9653
0.2714;ReceivingData;anonymous;Sample;10675;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:38.9802
0.2407;ReceivingData;anonymous;Sample;10676;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0018
0.1832;ReceivingData;anonymous;Sample;10677;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0192
0.1467;ReceivingData;anonymous;Sample;10678;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0375
0.1510;ReceivingData;anonymous;Sample;10679;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0570
0.1739;ReceivingData;anonymous;Sample;10680;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0741
0.2136;ReceivingData;anonymous;Sample;10681;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.0927
0.2399;ReceivingData;anonymous;Sample;10700;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.4405
0.2336;ReceivingData;anonymous;Sample;10701;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.4576
0.2316;ReceivingData;anonymous;Sample;10702;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.4739
0.2143;ReceivingData;anonymous;Sample;10703;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.4929
0.2428;ReceivingData;anonymous;Sample;10704;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.5105
0.2943;ReceivingData;anonymous;Sample;10705;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.5284
0.3523;ReceivingData;anonymous;Sample;10706;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.5454
0.4013;ReceivingData;anonymous;Sample;10707;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.5656
0.4693;ReceivingData;anonymous;Sample;10708;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.5869
0.4819;ReceivingData;anonymous;Sample;10726;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.9103
0.4812;ReceivingData;anonymous;Sample;10727;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.9281
0.5052;ReceivingData;anonymous;Sample;10728;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.9470
0.5670;ReceivingData;anonymous;Sample;10729;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.9658
0.6290;ReceivingData;anonymous;Sample;10730;6062a2ba-6b12-4762-9218-e3e40f2fcabd;2023-12-04 12:58:39.9822
