BCIProcessingMode;ConfidenceThreshold;ConsecutiveThresholdBufferSize;DeviceID;Email;Framecount;SessionID;Timestamp
ConsecutiveThreshold;0.6400;8;b29c1a88744ea4efb48c793fdac3df937e4909cd;anonymous;48771;d6ff11cf-c2bd-41b4-9a71-0e8303b4f62d;2023-12-05 10:13:33.7601
