BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.3559;ReceivingData;anonymous;Sample;16779;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.8602
0.3846;ReceivingData;anonymous;Sample;16780;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.8779
0.3771;ReceivingData;anonymous;Sample;16781;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9002
0.3295;ReceivingData;anonymous;Sample;16782;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9170
0.2990;ReceivingData;anonymous;Sample;16783;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9365
0.2572;ReceivingData;anonymous;Sample;16784;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9546
0.1905;ReceivingData;anonymous;Sample;16785;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9733
0.1572;ReceivingData;anonymous;Sample;16786;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:17.9905
0.1470;ReceivingData;anonymous;Sample;16805;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.3437
0.1310;ReceivingData;anonymous;Sample;16806;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.3604
0.1195;ReceivingData;anonymous;Sample;16807;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.3784
0.1217;ReceivingData;anonymous;Sample;16808;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.3957
0.0919;ReceivingData;anonymous;Sample;16809;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.4139
0.0876;ReceivingData;anonymous;Sample;16810;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.4313
0.0865;ReceivingData;anonymous;Sample;16811;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.4466
0.0677;ReceivingData;anonymous;Sample;16812;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.4670
0.0621;ReceivingData;anonymous;Sample;16813;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.4833
0.0576;ReceivingData;anonymous;Sample;16831;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.8132
0.0079;ReceivingData;anonymous;Sample;16832;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.8303
0.0000;ReceivingData;anonymous;Sample;16833;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.8488
0.0000;ReceivingData;anonymous;Sample;16834;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.8654
0.0000;ReceivingData;anonymous;Sample;16835;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.8842
0.0000;ReceivingData;anonymous;Sample;16836;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.9014
0.0000;ReceivingData;anonymous;Sample;16837;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.9173
0.0000;ReceivingData;anonymous;Sample;16838;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.9370
0.0000;ReceivingData;anonymous;Sample;16839;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:18.9535
0.0000;ReceivingData;anonymous;Sample;16857;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.2918
0.0000;ReceivingData;anonymous;Sample;16858;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.3079
0.0000;ReceivingData;anonymous;Sample;16859;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.3272
0.0000;ReceivingData;anonymous;Sample;16860;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.3520
0.0000;ReceivingData;anonymous;Sample;16861;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.3705
0.0000;ReceivingData;anonymous;Sample;16862;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.3890
0.0000;ReceivingData;anonymous;Sample;16884;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.7949
0.0000;ReceivingData;anonymous;Sample;16885;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.8133
0.0000;ReceivingData;anonymous;Sample;16886;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.8349
0.0000;ReceivingData;anonymous;Sample;16887;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.8517
0.0000;ReceivingData;anonymous;Sample;16888;3eceecb1-84e4-48dd-bb5e-6841f9e467ac;2023-12-12 10:01:19.8721
