Attack;BCI attempt;BCIConfidence;BCIState;BCIThresholdBuffer;Email;Event;Framecount;Gamemode;GoblinName;InputNumber;Nr of Turns;Player Health;Player Mana;PlayerTurn;SessionID;Success BCI;Take Damage;Timestamp
NULL;NULL;NULL;NULL;NULL;anonymous;Scene Start;19255;Battery;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:04.4531
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;19255;NULL;NULL;NULL;1;NULL;NULL;TRUE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:04.4561
NULL;NULL;NULL;Connecting;NULL;anonymous;BCIStateUpdated;19255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:04.4581
NULL;NULL;NULL;ReceivingHeader;NULL;anonymous;BCIStateUpdated;19284;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:07.0434
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;19285;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:07.0783
NULL;NULL;NULL;ReceivingData;NULL;anonymous;BCIStateUpdated;19326;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:07.5226
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;19477;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:08.6433
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;19933;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:12.2691
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;19933;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:12.2691
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;20043;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:13.2153
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;20045;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:13.2329
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;20130;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:13.9259
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;20177;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:14.3350
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;20179;NULL;NULL;NULL;1;NULL;NULL;FALSE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:14.3762
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;20195;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:14.5160
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;20196;NULL;NULL;NULL;2;NULL;NULL;TRUE;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:14.5244
NULL;NULL;0.8382;ReceivingData;NULL;anonymous;MotorImagery;20746;NULL;NULL;1;NULL;NULL;NULL;NULL;4a31899a-f41f-45ee-a86a-22d732dd8034;NULL;NULL;2023-12-04 13:10:19.0798
