BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.4896;ReceivingData;anonymous;Sample;19326;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5226
0.4926;ReceivingData;anonymous;Sample;19327;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5295
0.5085;ReceivingData;anonymous;Sample;19328;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5375
0.5844;ReceivingData;anonymous;Sample;19329;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5450
0.5302;ReceivingData;anonymous;Sample;19330;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5521
0.6003;ReceivingData;anonymous;Sample;19331;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5585
0.4449;ReceivingData;anonymous;Sample;19332;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5673
0.3981;ReceivingData;anonymous;Sample;19333;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:07.5741
0.3162;ReceivingData;anonymous;Sample;19389;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0043
0.3223;ReceivingData;anonymous;Sample;19390;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0109
0.3205;ReceivingData;anonymous;Sample;19391;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0178
0.3861;ReceivingData;anonymous;Sample;19392;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0247
0.3922;ReceivingData;anonymous;Sample;19393;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0334
0.3416;ReceivingData;anonymous;Sample;19394;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0408
0.3269;ReceivingData;anonymous;Sample;19395;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0485
0.2934;ReceivingData;anonymous;Sample;19396;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0551
0.2926;ReceivingData;anonymous;Sample;19397;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.0621
0.2503;ReceivingData;anonymous;Sample;19456;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.4893
0.1853;ReceivingData;anonymous;Sample;19457;4a31899a-f41f-45ee-a86a-22d732dd8034;2023-12-04 13:10:08.4970
