BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.5230;ReceivingData;anonymous;Sample;8942;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.6854
0.5791;ReceivingData;anonymous;Sample;8943;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.6911
0.6137;ReceivingData;anonymous;Sample;8944;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.7029
0.6209;ReceivingData;anonymous;Sample;8945;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.7125
0.6576;ReceivingData;anonymous;Sample;8946;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.7280
0.6880;ReceivingData;anonymous;Sample;8947;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.7369
0.6685;ReceivingData;anonymous;Sample;8948;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:22.7448
0.6860;ReceivingData;anonymous;Sample;9000;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.1661
0.7144;ReceivingData;anonymous;Sample;9001;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.1740
0.6843;ReceivingData;anonymous;Sample;9002;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.1834
0.7140;ReceivingData;anonymous;Sample;9003;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.1905
0.7347;ReceivingData;anonymous;Sample;9004;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.1977
0.7358;ReceivingData;anonymous;Sample;9005;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.2058
0.7281;ReceivingData;anonymous;Sample;9006;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.2146
0.7608;ReceivingData;anonymous;Sample;9007;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.2242
0.7642;ReceivingData;anonymous;Sample;9060;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6543
0.7050;ReceivingData;anonymous;Sample;9061;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6604
0.6832;ReceivingData;anonymous;Sample;9062;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6679
0.6475;ReceivingData;anonymous;Sample;9063;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6744
0.6785;ReceivingData;anonymous;Sample;9064;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6842
0.6962;ReceivingData;anonymous;Sample;9065;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6924
0.7228;ReceivingData;anonymous;Sample;9066;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.6985
0.7192;ReceivingData;anonymous;Sample;9067;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.7085
0.6667;ReceivingData;anonymous;Sample;9068;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:23.7158
0.6265;ReceivingData;anonymous;Sample;9119;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1363
0.6219;ReceivingData;anonymous;Sample;9120;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1450
0.6167;ReceivingData;anonymous;Sample;9121;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1528
0.5725;ReceivingData;anonymous;Sample;9122;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1612
0.5706;ReceivingData;anonymous;Sample;9123;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1688
0.5845;ReceivingData;anonymous;Sample;9124;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1773
0.5771;ReceivingData;anonymous;Sample;9125;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1877
0.5536;ReceivingData;anonymous;Sample;9126;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.1948
0.5575;ReceivingData;anonymous;Sample;9177;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6033
0.5896;ReceivingData;anonymous;Sample;9178;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6094
0.5819;ReceivingData;anonymous;Sample;9179;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6175
0.5632;ReceivingData;anonymous;Sample;9180;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6250
0.5696;ReceivingData;anonymous;Sample;9181;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6327
0.5393;ReceivingData;anonymous;Sample;9182;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6428
0.5049;ReceivingData;anonymous;Sample;9183;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:24.6515
0.5407;ReceivingData;anonymous;Sample;9237;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.0888
0.5899;ReceivingData;anonymous;Sample;9238;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.0953
0.5851;ReceivingData;anonymous;Sample;9239;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1042
0.5620;ReceivingData;anonymous;Sample;9240;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1114
0.5626;ReceivingData;anonymous;Sample;9241;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1187
0.5624;ReceivingData;anonymous;Sample;9242;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1291
0.5575;ReceivingData;anonymous;Sample;9243;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1361
0.5497;ReceivingData;anonymous;Sample;9244;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.1453
0.5532;ReceivingData;anonymous;Sample;9296;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.5711
0.5609;ReceivingData;anonymous;Sample;9297;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.5782
0.5364;ReceivingData;anonymous;Sample;9298;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.5903
0.5364;ReceivingData;anonymous;Sample;9299;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.5975
0.5727;ReceivingData;anonymous;Sample;9300;75ffcca5-d9e9-42f5-b9fd-37cd509d7932;2023-12-06 11:21:25.6047
