,Unnamed: 0,Index,Frame,Success,Goblin Death,Player Hurt,Player Attacking,Player Moving,Threshbuffer,Type
222,2,187,43629,0,0,1,0,18,[0.3824 0.375  0.3371 0.2894 0.3651 0.3953 0.3855 0.3695],0
223,3,188,45186,0,0,1,0,18,[0.2738 0.2496 0.1963 0.1869 0.1908 0.2148 0.2996 0.345 ],0
224,4,189,46739,0,0,1,0,18,[0.2453 0.2787 0.3411 0.3258 0.3781 0.4096 0.3566 0.3607],0
225,5,193,47540,1,0,1,0,18,[0.5421 0.6604 0.7182 0.7343 0.7593 0.7498 0.7079 0.7304],0
226,6,200,49077,0,0,1,0,18,[0.4739 0.486  0.499  0.4969 0.4757 0.5129 0.5414 0.5036],0
227,7,208,49913,1,0,1,0,18,[0.5652 0.6709 0.7134 0.7327 0.7339 0.7639 0.7834 0.7618],0
228,8,218,50905,1,0,1,0,18,[0.6387 0.6762 0.7196 0.7543 0.7903 0.8283 0.8088 0.8074],0
229,9,228,51868,1,0,1,0,18,[0.6393 0.7576 0.7467 0.8381 0.8765 0.861  0.8664 0.8291],0
230,10,326,58031,1,3,1,4,25,[0.5939 0.676  0.7217 0.8241 0.8584 0.8772 0.8753 0.893 ],0
231,11,329,59479,0,3,1,4,25,[0.3787 0.402  0.3625 0.3324 0.2715 0.2533 0.2304 0.2066],0
232,12,333,60155,1,3,1,4,25,[0.5859 0.6424 0.6956 0.7269 0.7921 0.8002 0.7926 0.7594],0
233,13,339,60836,1,3,1,4,25,[0.5933 0.6498 0.6858 0.7062 0.7363 0.7299 0.7476 0.7678],0
234,14,349,61881,1,3,1,4,25,[0.5893 0.6918 0.71   0.7473 0.7611 0.7073 0.709  0.7025],0
235,0,8,7155,1,0,0,0,0,[0.6249 0.6535 0.6522 0.6806 0.68   0.6944 0.7353 0.796 ],1
236,1,54,9404,1,1,1,1,2,[0.5797 0.6927 0.7706 0.7921 0.7593 0.8049 0.8289 0.8438],1
237,2,101,13208,0,2,1,2,5,[0.7073 0.6726 0.6316 0.5993 0.5832 0.5559 0.5284 0.5081],1
238,3,107,13951,1,2,1,2,5,[0.8107 0.768  0.7353 0.7333 0.7346 0.6917 0.6689 0.6509],1
239,4,138,15680,1,2,3,3,6,[0.5569 0.6578 0.7362 0.7474 0.7554 0.7693 0.7651 0.7839],1
240,5,162,16721,1,3,4,4,6,[0.6236 0.6728 0.713  0.766  0.8181 0.7805 0.765  0.7697],1
241,6,212,19433,1,4,4,5,9,[0.5891 0.6603 0.7556 0.7965 0.8108 0.763  0.7119 0.6914],1
242,7,240,21297,1,5,4,6,12,[0.5415 0.6686 0.7142 0.8018 0.8354 0.8408 0.8033 0.8148],1
243,8,263,22399,1,5,5,7,13,[0.6097 0.6692 0.6738 0.6592 0.6524 0.6929 0.6578 0.712 ],1
244,0,8,5651,1,0,0,0,0,[0.6372 0.7301 0.7276 0.7792 0.7642 0.745  0.721  0.7479],0
245,1,17,6539,0,0,0,0,0,[0.9154 0.9106 0.902  0.8937 0.8726 0.8406 0.8574 0.8694],0
246,2,27,6927,1,0,0,0,0,[0.6059 0.6777 0.7652 0.8073 0.8392 0.8082 0.8041 0.8385],0
247,3,37,7306,1,0,0,0,0,[0.6306 0.6488 0.6418 0.6612 0.7041 0.7283 0.7193 0.7178],0
248,4,53,7701,1,0,0,0,0,[0.6805 0.7144 0.6811 0.6989 0.7222 0.6961 0.7175 0.6442],0
249,5,201,13840,1,4,1,4,9,[0.7362 0.6538 0.6537 0.6726 0.7033 0.736  0.7671 0.6924],0
250,6,209,14206,1,4,1,4,9,[0.6133 0.6487 0.7158 0.73   0.7495 0.7609 0.7476 0.7414],0
251,7,215,14539,1,4,1,4,9,[0.5738 0.7273 0.787  0.8157 0.8125 0.7955 0.803  0.8157],0
252,8,221,14966,1,4,1,4,9,[0.6207 0.6645 0.6808 0.6963 0.6486 0.7046 0.6561 0.6731],0
253,0,28,13401,1,0,0,0,1,[0.8628 0.8495 0.799  0.7667 0.7195 0.7093 0.6773 0.6708],1
254,1,106,15351,1,0,1,1,3,[0.6189 0.656  0.6793 0.691  0.7053 0.7201 0.7062 0.731 ],1
255,2,150,16325,1,1,2,2,3,[0.6375 0.7278 0.7598 0.7941 0.8748 0.8878 0.9103 0.9067],1
256,3,188,17211,1,2,3,3,3,[0.6308 0.6987 0.7312 0.7677 0.7763 0.7865 0.7933 0.7979],1
257,4,245,19575,0,2,4,4,5,[0.5788 0.4898 0.4634 0.5294 0.4987 0.4918 0.337  0.3475],1
258,5,249,19964,1,2,4,4,5,[0.6234 0.7047 0.7274 0.7455 0.7366 0.7921 0.7807 0.7882],1
259,6,277,20727,1,3,5,5,5,[0.6213 0.7131 0.7252 0.75   0.7374 0.7975 0.7992 0.7763],1
260,7,327,22624,1,4,5,6,8,[0.6032 0.6581 0.6528 0.6828 0.6843 0.676  0.7051 0.7086],1
261,8,374,24381,1,5,5,7,11,[0.785  0.7556 0.7229 0.712  0.6878 0.6735 0.6999 0.6485],1
262,0,12,11585,1,0,0,0,0,[0.5039 0.6722 0.6944 0.7898 0.8455 0.8704 0.8787 0.8666],0
263,1,18,12109,1,0,0,0,0,[0.6285 0.6756 0.6686 0.665  0.729  0.7325 0.7368 0.7519],0
264,2,24,12999,1,0,0,0,0,[0.63   0.6687 0.7217 0.8205 0.8187 0.7593 0.8213 0.8601],0
265,3,27,14485,0,0,0,0,0,[0.4149 0.4202 0.4342 0.5366 0.5867 0.4999 0.5063 0.4202],0
266,4,28,15988,0,0,0,0,0,[0.368  0.3902 0.4677 0.5954 0.6576 0.6571 0.6706 0.6756],0
267,5,36,16687,1,0,0,0,0,[0.6307 0.6484 0.6592 0.6635 0.7202 0.7183 0.6848 0.7009],0
268,6,121,22902,1,3,3,4,4,[0.6336 0.6896 0.7261 0.6857 0.649  0.7158 0.7204 0.7535],0
269,7,127,23841,1,3,3,4,4,[0.5814 0.6561 0.6737 0.6973 0.7231 0.7849 0.7125 0.7477],0
270,8,133,24840,1,3,3,4,4,[0.5936 0.6626 0.7006 0.7418 0.7013 0.6812 0.7026 0.6816],0
271,9,139,25553,1,3,3,4,4,[0.6095 0.6542 0.7323 0.7402 0.7621 0.7946 0.8178 0.8431],0
272,0,18,14961,1,0,0,0,1,[0.496  0.7316 0.7741 0.7595 0.7557 0.6856 0.6572 0.6521],1
273,1,56,17383,1,1,1,1,2,[0.62   0.6606 0.6692 0.6714 0.7261 0.7271 0.783  0.7903],1
274,2,98,20182,1,2,1,2,4,[0.6103 0.6931 0.7334 0.7659 0.778  0.792  0.7649 0.8016],1
275,3,124,22458,0,2,3,3,5,[0.4811 0.5186 0.4937 0.4502 0.4322 0.4156 0.4302 0.4854],1
276,4,132,23134,1,2,3,3,5,[0.6109 0.6696 0.7787 0.7997 0.8206 0.8254 0.8211 0.814 ],1
277,5,154,24203,1,3,4,4,5,[0.8783 0.8839 0.8764 0.8654 0.7828 0.7152 0.6794 0.6709],1
278,6,194,27380,1,4,4,5,8,[0.6231 0.7141 0.7187 0.7091 0.6769 0.7073 0.7756 0.7714],1
279,7,230,29692,1,4,5,6,11,[0.7807 0.7951 0.7853 0.759  0.7445 0.7025 0.6898 0.6713],1
280,8,254,31880,1,5,6,7,13,[0.5189 0.6563 0.682  0.7251 0.7294 0.7564 0.7858 0.7366],1
281,0,8,12514,1,0,0,0,0,[0.5533 0.6562 0.6994 0.674  0.6946 0.6896 0.701  0.6991],0
282,1,18,13054,1,0,0,0,0,[0.6127 0.6993 0.7565 0.7939 0.7989 0.8162 0.8104 0.7992],0
283,2,24,13532,1,0,0,0,0,[0.6325 0.6632 0.6465 0.6488 0.692  0.6977 0.7099 0.6953],0
284,3,34,14079,1,0,0,0,0,[0.6326 0.6523 0.6675 0.6924 0.7119 0.7253 0.7151 0.7129],0
285,4,385,31405,1,3,3,4,24,[0.7123 0.6729 0.7061 0.7257 0.6934 0.7022 0.6907 0.683 ],0
286,5,391,31883,1,3,3,4,24,[0.7428 0.7587 0.7579 0.7158 0.7269 0.755  0.7685 0.6901],0
287,6,401,32456,1,3,3,4,24,[0.7034 0.7254 0.7222 0.7244 0.6732 0.68   0.6632 0.6456],0
288,7,405,32928,1,3,3,4,24,[0.6121 0.6706 0.6729 0.6739 0.648  0.6949 0.6958 0.6891],0
289,0,12,9875,1,0,0,0,0,[0.6134 0.666  0.7014 0.7165 0.7035 0.7263 0.7382 0.767 ],1
290,1,54,12078,1,1,1,1,1,[0.6184 0.6864 0.7289 0.7493 0.7297 0.7273 0.6895 0.664 ],1
291,2,92,15531,1,2,1,2,3,[0.6186 0.6513 0.6556 0.6852 0.7072 0.7175 0.7501 0.7301],1
292,3,124,17769,1,3,2,3,4,[0.6315 0.6636 0.6975 0.6785 0.7212 0.7406 0.7447 0.7237],1
293,4,174,19929,1,4,3,4,6,[0.6931 0.704  0.7209 0.7355 0.7419 0.7123 0.6417 0.6555],1
294,5,252,25970,1,4,3,5,15,[0.6162 0.6717 0.7347 0.7173 0.7147 0.7209 0.7146 0.6991],1
295,6,267,27194,1,5,3,6,15,[0.6227 0.6519 0.6676 0.6913 0.6901 0.7038 0.6968 0.6811],1
296,7,369,32518,1,5,4,7,23,[0.6349 0.6545 0.7245 0.7835 0.7772 0.7509 0.7597 0.7719],1
297,0,25,18204,0,0,0,0,2,[0.1611 0.1782 0.1626 0.1476 0.1387 0.1396 0.139  0.1043],0
298,1,26,19602,0,0,0,0,2,[0.5844 0.5628 0.5656 0.483  0.4357 0.4438 0.3997 0.2796],0
299,2,30,20204,1,0,0,0,2,[0.553  0.6437 0.6602 0.6925 0.7018 0.728  0.7293 0.7435],0
300,3,36,20950,1,0,0,0,2,[0.6244 0.6715 0.6809 0.6898 0.7218 0.6588 0.6825 0.711 ],0
301,4,46,21508,1,0,0,0,2,[0.4649 0.7074 0.7018 0.6644 0.7064 0.6883 0.6827 0.6856],0
302,5,52,22269,1,0,0,0,2,[0.6222 0.6494 0.6755 0.7003 0.7567 0.7903 0.8061 0.8163],0
303,6,130,27411,1,3,4,4,5,[0.8315 0.8359 0.8685 0.8729 0.8571 0.8155 0.7486 0.7275],0
304,7,134,28157,1,3,4,4,5,[0.617  0.6632 0.7106 0.7227 0.713  0.7098 0.7787 0.7453],0
305,8,140,28858,1,3,4,4,5,[0.6317 0.6589 0.7114 0.7512 0.7923 0.8232 0.7486 0.7599],0
306,9,146,29687,1,3,4,4,5,[0.6015 0.717  0.7614 0.7901 0.8105 0.8218 0.8503 0.8589],0
307,0,8,11625,1,0,0,0,0,[0.5795 0.6593 0.6759 0.6808 0.7048 0.7143 0.7119 0.7418],1
308,1,41,14073,1,0,0,1,1,[0.6272 0.689  0.7392 0.7461 0.7354 0.7396 0.7519 0.7523],1
309,2,68,15445,1,1,0,2,1,[0.6278 0.6588 0.6611 0.6545 0.6737 0.7059 0.7691 0.7993],1
310,3,108,18941,0,2,2,3,3,[0.385  0.3126 0.2977 0.2945 0.3392 0.3422 0.3512 0.3   ],1
311,4,116,20066,1,2,2,3,3,[0.601  0.7037 0.7897 0.846  0.8496 0.8518 0.8344 0.8075],1
312,5,137,21366,1,2,4,4,3,[0.6302 0.6497 0.6892 0.7345 0.8213 0.8213 0.8569 0.866 ],1
313,6,169,22910,1,3,5,5,3,[0.6144 0.6508 0.6987 0.7206 0.7239 0.7346 0.7646 0.7723],1
314,7,234,28191,1,4,5,6,9,[0.6086 0.6463 0.6644 0.6804 0.6811 0.691  0.6864 0.6636],1
315,8,275,30461,1,5,6,7,12,[0.6242 0.6742 0.6823 0.69   0.765  0.8078 0.8595 0.8668],1
